,dx,dz,method,caso,n
0,0.23122644075885013,1.0,LM,3,4
1,0.6325951365912794,0.5456732977862697,LM,3,4
2,0.8278734040119937,0.40139869716337934,LM,3,4
3,0.22232616337058883,0.24549753294775173,LM,3,4
4,0.013743217777878595,0.06986177672346527,LM,3,4
5,0.0001449944038847376,0.0011821486219713681,LM,3,4
6,6.14598473448574e-07,5.00723460200642e-07,LM,3,4
0,0.3425860024487909,1.0,GNbc,3,4
1,0.31616405862584895,1.4413231907728365,GNbc,3,4
2,0.35068865423056855,0.8019667436524219,GNbc,3,4
3,2.7526310854750804,0.5814117072133834,GNbc,3,4
4,14.07472914289069,0.42624140396986193,GNbc,3,4
5,164.4299312193035,0.1979590915545862,GNbc,3,4
6,14929.186957051568,0.05499552263220961,GNbc,3,4
0,1.3414295230487052,1.0,GN,3,4
1,1.4026367414974577,0.4822783056714517,GN,3,4
2,2.4512384363956086,1.2135004875849633,GN,3,4
3,34.56643421298338,0.9548725918962985,GN,3,4
4,1577.562066746394,0.5915312783386238,GN,3,4
0,0.23064960376132376,1.0,LM,3,5
1,0.635571784878223,0.5454743588944925,LM,3,5
2,0.82794512140765,0.4008068503039793,LM,3,5
3,0.22113882706125512,0.24526983941936195,LM,3,5
4,0.013528083231874499,0.07092562638914737,LM,3,5
5,0.00011526265790359224,0.001282854336135032,LM,3,5
6,6.871807218344428e-08,4.641186452712539e-07,LM,3,5
0,0.34097578087927205,1.0,GNbc,3,5
1,0.31545409908067584,1.4397807189646892,GNbc,3,5
2,0.3518151981197333,0.8002852778403433,GNbc,3,5
3,2.7684452192251534,0.5802266140273916,GNbc,3,5
4,14.362567939925102,0.42630834236523735,GNbc,3,5
5,170.01747219997984,0.19890237357211216,GNbc,3,5
6,16091.764758426558,0.05382597017273657,GNbc,3,5
0,1.334617188561808,1.0,GN,3,5
1,1.4033957428328108,0.4791442808700584,GN,3,5
2,2.473055291334116,1.2147991394918478,GN,3,5
3,35.79946608712827,0.9622345305879499,GN,3,5
4,1806.9139368153274,0.6002927032372581,GN,3,5
0,0.23075994024775925,1.0,LM,3,6
1,0.6349477255708801,0.5452349140555937,LM,3,6
2,0.8310739289217252,0.4007540754350166,LM,3,6
3,0.22039647859378797,0.24248963234889578,LM,3,6
4,0.013309489475451675,0.06713745846413935,LM,3,6
5,7.919336913902249e-05,0.0011762799067243208,LM,3,6
6,3.512531161174324e-07,3.065199615733166e-07,LM,3,6
0,0.3424163795957085,1.0,GNbc,3,6
1,0.31524891505689023,1.4435396107813563,GNbc,3,6
2,0.3493689506023797,0.8018907935306835,GNbc,3,6
3,2.7402254820956764,0.5809179666059984,GNbc,3,6
4,14.248844923139751,0.4262654054096815,GNbc,3,6
5,162.20007257640145,0.20032620933616313,GNbc,3,6
6,14176.33762617531,0.05014571327977751,GNbc,3,6
0,1.340465096902321,1.0,GN,3,6
1,1.3961299474580604,0.4800947700507431,GN,3,6
2,2.4293050734077872,1.2194016033937196,GN,3,6
3,35.53714915980907,0.9785636238737587,GN,3,6
4,1935.720132651225,0.6104423132873033,GN,3,6
0,0.23141957313094114,1.0,LM,3,7
1,0.6317138639335678,0.545147124283159,LM,3,7
2,0.8253125714619799,0.4006717571862744,LM,3,7
3,0.22139960418885452,0.2453864080557704,LM,3,7
4,0.013586274529547056,0.0700603587729481,LM,3,7
5,0.00012358436784074602,0.0012276640115965185,LM,3,7
6,2.9580681272332413e-07,4.823893310306128e-07,LM,3,7
0,0.3421273572576103,1.0,GNbc,3,7
1,0.31597260334832455,1.437047448684837,GNbc,3,7
2,0.3509390560032703,0.7992536735484133,GNbc,3,7
3,2.7568167021191092,0.5795902082443007,GNbc,3,7
4,14.297002675285423,0.42606204231630485,GNbc,3,7
5,163.23304522143414,0.19991694862405585,GNbc,3,7
6,14193.66717612035,0.051200057116834875,GNbc,3,7
0,1.339296883475242,1.0,GN,3,7
1,1.398931552306365,0.4781662186109536,GN,3,7
2,2.413717169903349,1.2155855201175547,GN,3,7
3,33.257433479087034,0.9444860246898371,GN,3,7
4,1410.6789821112543,0.5850058014576379,GN,3,7
0,0.23104578002034826,1.0,LM,3,8
1,0.6328550530258851,0.5450110601064516,LM,3,8
2,0.8312533190413429,0.4005928172168079,LM,3,8
3,0.223776168943476,0.24147806651757667,LM,3,8
4,0.013581035527568052,0.06658191327507249,LM,3,8
5,9.143798003715635e-05,0.0011163134355603802,LM,3,8
6,2.213686921611127e-07,3.398979321331072e-07,LM,3,8
0,0.34354977473468623,1.0,GNbc,3,8
1,0.3162183578701318,1.44725710410335,GNbc,3,8
2,0.3475893605316366,0.803402226501354,GNbc,3,8
3,2.7118115741291633,0.5816286624706967,GNbc,3,8
4,13.779213834344358,0.42584196758174,GNbc,3,8
5,156.36102334524992,0.1976636833188002,GNbc,3,8
6,13315.464831834992,0.05378434686345011,GNbc,3,8
0,1.345004076035691,1.0,GN,3,8
1,1.395035715556463,0.4780884414145904,GN,3,8
2,2.3994427243147998,1.220277902838751,GN,3,8
3,34.87218796798666,0.982518461286237,GN,3,8
4,1858.5088746587933,0.6107225075951256,GN,3,8
0,0.2307135613186064,1.0,LM,3,9
1,0.6362899983616495,0.5451006765808017,LM,3,9
2,0.8338416295850472,0.4005108900957889,LM,3,9
3,0.22302267088570166,0.2426561364148262,LM,3,9
4,0.013294036181676972,0.06811248563845625,LM,3,9
5,9.788146123503226e-05,0.0011963938068007417,LM,3,9
6,4.0002054689933784e-07,3.372729832498144e-07,LM,3,9
0,0.3437768017141177,1.0,GNbc,3,9
1,0.31702392046360867,1.4345284573618782,GNbc,3,9
2,0.3524518125379614,0.7985827441360464,GNbc,3,9
3,2.7789393463667635,0.5794705136934729,GNbc,3,9
4,14.56672067045357,0.42655401079521926,GNbc,3,9
5,170.99283296782147,0.20043429999299997,GNbc,3,9
6,16044.371930559519,0.05111839645368416,GNbc,3,9
0,1.3458745483211965,1.0,GN,3,9
1,1.4082533454123414,0.47840764748043946,GN,3,9
2,2.483722151918627,1.2120441917271927,GN,3,9
3,35.75997702239228,0.9567097902927505,GN,3,9
4,1772.5293098611874,0.5968768104243533,GN,3,9
